,Name,Mana Cost,CMC,Power,Toughness,Type,Creature,Non-Creature,Land,Text,Colour Identity,Rarity,Collector No.,Price,Creature_Advisor,Creature_Angel,Creature_Ape,Creature_Archer,Creature_Archon,Creature_Artifact,Creature_Artificer,Creature_Assassin,Creature_Avatar,Creature_Bard,Creature_Beast,Creature_Bird,Creature_Cat,Creature_Centaur,Creature_Citizen,Creature_Cleric,Creature_Clue,Creature_Construct,Creature_Crocodile,Creature_Cyclops,Creature_Demon,Creature_Detective,Creature_Devil,Creature_Dog,Creature_Dragon,Creature_Drake,Creature_Druid,Creature_Dryad,Creature_Elemental,Creature_Elephant,Creature_Elf,Creature_Elk,Creature_Faerie,Creature_Fish,Creature_Gargoyle,Creature_Giant,Creature_Goat,Creature_Goblin,Creature_God,Creature_Golem,Creature_Gorgon,Creature_Hellion,Creature_Homunculus,Creature_Horror,Creature_Human,Creature_Insect,Creature_Lammasu,Creature_Leech,Creature_Legendary,Creature_Merfolk,Creature_Mole,Creature_Octopus,Creature_Ogre,Creature_Ooze,Creature_Phoenix,Creature_Plant,Creature_Rogue,Creature_Scout,Creature_Shaman,Creature_Shapeshifter,Creature_Skeleton,Creature_Soldier,Creature_Sphinx,Creature_Spider,Creature_Spirit,Creature_Thopter,Creature_Thrull,Creature_Troll,Creature_Turtle,Creature_Unicorn,Creature_Vampire,Creature_Vedalken,Creature_Viashino,Creature_Wall,Creature_Warrior,Creature_Weird,Creature_Wizard,Creature_Wurm,Creature_Zombie,Key_Basic landcycling,Key_Cloak,Key_Collect evidence,Key_Crew,Key_Cycling,Key_Deathtouch,Key_Defender,Key_Disguise,Key_Double strike,Key_Enchant,Key_Equip,Key_Flash,Key_Flying,Key_Haste,Key_Hexproof,Key_Hexproof from,Key_Indestructible,Key_Investigate,Key_Landcycling,Key_Lifelink,Key_Menace,Key_Mill,Key_Prowess,Key_Reach,Key_Surveil,Key_Suspect,Key_Trample,Key_Typecycling,Key_Vigilance,Key_Ward,Black,White,Red,Green,Blue,Uncoloured
141,Red Herring,{1}{R},2.0,2,2,Artifact Creature — Clue Fish,1,0,0,"Haste
Red Herring attacks each combat if able.
{2}, Sacrifice Red Herring: Draw a card.",['R'],common,142,"{'usd': '0.22', 'usd_foil': '0.38', 'usd_etched': None, 'eur': '0.10', 'eur_foil': '0.23', 'tix': None}",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
142,Rubblebelt Braggart,{4}{R},5.0,5,5,Creature — Viashino Warrior,1,0,0,"Whenever Rubblebelt Braggart attacks, if it's not suspected, you may suspect it. (A suspected creature has menace and can't block.)",['R'],common,143,"{'usd': '0.28', 'usd_foil': None, 'usd_etched': None, 'eur': '0.06', 'eur_foil': None, 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
143,Shock,{R},1.0,,,Instant,0,1,0,Shock deals 2 damage to any target.,['R'],common,144,"{'usd': '0.25', 'usd_foil': '0.40', 'usd_etched': None, 'eur': '0.13', 'eur_foil': '0.21', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
144,Suspicious Detonation,{4}{R},5.0,,,Sorcery,0,1,0,"This spell costs {3} less to cast if you've sacrificed an artifact this turn.
This spell can't be countered. (This includes by the ward ability.)
Suspicious Detonation deals 4 damage to target creature.",['R'],common,145,"{'usd': '0.54', 'usd_foil': '0.51', 'usd_etched': None, 'eur': '0.10', 'eur_foil': '0.15', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
145,Torch the Witness,{X}{R},1.0,,,Sorcery,0,1,0,"Torch the Witness deals twice X damage to target creature. If excess damage was dealt to that creature this way, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",['R'],uncommon,146,"{'usd': '0.24', 'usd_foil': '0.25', 'usd_etched': None, 'eur': '0.09', 'eur_foil': '0.28', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
146,Vengeful Tracker,{1}{R},2.0,2,2,Creature — Human Detective,1,0,0,"Whenever an opponent sacrifices an artifact, Vengeful Tracker deals 2 damage to them.",['R'],uncommon,147,"{'usd': '0.26', 'usd_foil': '0.34', 'usd_etched': None, 'eur': '0.19', 'eur_foil': '0.37', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
147,Aftermath Analyst,{1}{G},2.0,1,3,Creature — Elf Detective,1,0,0,"When Aftermath Analyst enters the battlefield, mill three cards.
{3}{G}, Sacrifice Aftermath Analyst: Return all land cards from your graveyard to the battlefield tapped.",['G'],uncommon,148,"{'usd': '0.22', 'usd_foil': '0.26', 'usd_etched': None, 'eur': '0.14', 'eur_foil': '0.38', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
148,Airtight Alibi,{2}{G},3.0,,,Enchantment — Aura,0,1,0,"Flash
Enchant creature
When Airtight Alibi enters the battlefield, untap enchanted creature. It gains hexproof until end of turn. If it's suspected, it's no longer suspected.
Enchanted creature gets +2/+2 and can't become suspected.",['G'],common,149,"{'usd': None, 'usd_foil': None, 'usd_etched': None, 'eur': '0.15', 'eur_foil': '0.29', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
149,Analyze the Pollen,{G},1.0,,,Sorcery,0,1,0,"As an additional cost to cast this spell, you may collect evidence 8. (Exile cards with total mana value 8 or greater from your graveyard.)
Search your library for a basic land card. If evidence was collected, instead search your library for a creature or land card. Reveal that card, put it into your hand, then shuffle.",['G'],rare,150,"{'usd': '4.69', 'usd_foil': '9.39', 'usd_etched': None, 'eur': '2.37', 'eur_foil': '3.96', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
150,Archdruid's Charm,{G}{G}{G},3.0,,,Instant,0,1,0,"Choose one —
• Search your library for a creature or land card and reveal it. Put it onto the battlefield tapped if it's a land card. Otherwise, put it into your hand. Then shuffle.
• Put a +1/+1 counter on target creature you control. It deals damage equal to its power to target creature you don't control.
• Exile target artifact or enchantment.",['G'],rare,151,"{'usd': '6.93', 'usd_foil': '8.15', 'usd_etched': None, 'eur': '7.81', 'eur_foil': '11.80', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
151,Audience with Trostani,{2}{G},3.0,,,Sorcery,0,1,0,"Create a 0/1 green Plant creature token, then draw cards equal to the number of differently named creature tokens you control.",['G'],rare,152,"{'usd': '1.67', 'usd_foil': '2.61', 'usd_etched': None, 'eur': '0.64', 'eur_foil': '0.77', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
152,Axebane Ferox,{2}{G}{G},4.0,4,4,Creature — Beast,1,0,0,"Deathtouch, haste
Ward—Collect evidence 4. (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player exiles cards with total mana value 4 or greater from their graveyard.)",['G'],rare,153,"{'usd': '1.94', 'usd_foil': None, 'usd_etched': None, 'eur': '0.19', 'eur_foil': '0.90', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
153,Bite Down on Crime,{3}{G},4.0,,,Sorcery,0,1,0,"As an additional cost to cast this spell, you may collect evidence 6. This spell costs {2} less to cast if evidence was collected. (To collect evidence 6, exile cards with total mana value 6 or greater from your graveyard.)
Target creature you control gets +2/+0 until end of turn. It deals damage equal to its power to target creature you don't control.",['G'],common,154,"{'usd': '0.25', 'usd_foil': '0.39', 'usd_etched': None, 'eur': None, 'eur_foil': '0.18', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
154,Case of the Locked Hothouse,{3}{G},4.0,,,Enchantment — Case,0,1,0,"You may play an additional land on each of your turns.
To solve — You control seven or more lands. (If unsolved, solve at the beginning of your end step.)
Solved — You may look at the top card of your library any time, and you may play lands and cast creature and enchantment spells from the top of your library.",['G'],rare,155,"{'usd': '2.78', 'usd_foil': '9.31', 'usd_etched': None, 'eur': '1.08', 'eur_foil': '2.02', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
155,Case of the Trampled Garden,{2}{G},3.0,,,Enchantment — Case,0,1,0,"When this Case enters the battlefield, distribute two +1/+1 counters among one or two target creatures you control.
To solve — Creatures you control have total power 8 or greater. (If unsolved, solve at the beginning of your end step.)
Solved — Whenever you attack, put a +1/+1 counter on target attacking creature. It gains trample until end of turn.",['G'],uncommon,156,"{'usd': '0.23', 'usd_foil': '0.36', 'usd_etched': None, 'eur': '0.04', 'eur_foil': '0.18', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
156,Chalk Outline,{3}{G},4.0,,,Enchantment,0,1,0,"Whenever one or more creature cards leave your graveyard, create a 2/2 white and blue Detective creature token, then investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",['G'],uncommon,157,"{'usd': '0.21', 'usd_foil': '0.26', 'usd_etched': None, 'eur': '0.13', 'eur_foil': '0.23', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
157,Culvert Ambusher,{3}{G}{G},5.0,4,5,Creature — Wurm Horror,1,0,0,"When Culvert Ambusher enters the battlefield or is turned face up, target creature blocks this turn if able.
Disguise {4}{G} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)",['G'],uncommon,158,"{'usd': '0.32', 'usd_foil': '0.25', 'usd_etched': None, 'eur': '0.16', 'eur_foil': '0.29', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
158,Fanatical Strength,{1}{G},2.0,,,Instant,0,1,0,Target creature gets +3/+3 and gains trample until end of turn.,['G'],common,159,"{'usd': '0.63', 'usd_foil': None, 'usd_etched': None, 'eur': '0.10', 'eur_foil': '0.20', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
159,Flourishing Bloom-Kin,{1}{G},2.0,0,0,Creature — Plant Elemental,1,0,0,"Flourishing Bloom-Kin gets +1/+1 for each Forest you control.
Disguise {4}{G}
When Flourishing Bloom-Kin is turned face up, search your library for up to two Forest cards and reveal them. Put one of them onto the battlefield tapped and the other into your hand, then shuffle.",['G'],uncommon,160,"{'usd': '0.24', 'usd_foil': '0.25', 'usd_etched': None, 'eur': '0.11', 'eur_foil': '0.22', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
160,Get a Leg Up,{G},1.0,,,Instant,0,1,0,"Until end of turn, target creature gets +1/+1 for each creature you control and gains reach.",['G'],uncommon,161,"{'usd': '0.23', 'usd_foil': '0.25', 'usd_etched': None, 'eur': '0.11', 'eur_foil': '0.29', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161,Glint Weaver,{5}{G}{G},7.0,3,3,Creature — Spider,1,0,0,"Reach
When Glint Weaver enters the battlefield, distribute three +1/+1 counters among one, two, or three target creatures, then you gain life equal to the greatest toughness among creatures you control.",['G'],uncommon,162,"{'usd': '0.20', 'usd_foil': None, 'usd_etched': None, 'eur': '0.12', 'eur_foil': None, 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
162,Greenbelt Radical,{3}{G},4.0,4,4,Creature — Centaur Citizen,1,0,0,"Disguise {5}{G}{G} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)
When Greenbelt Radical is turned face up, put a +1/+1 counter on each creature you control. Creatures you control gain trample until end of turn.",['G'],uncommon,163,"{'usd': '0.21', 'usd_foil': '0.25', 'usd_etched': None, 'eur': '0.09', 'eur_foil': '0.20', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
163,Hard-Hitting Question,{G},1.0,,,Sorcery,0,1,0,Target creature you control deals damage equal to its power to target creature or planeswalker you don't control.,['G'],uncommon,164,"{'usd': '0.24', 'usd_foil': '0.56', 'usd_etched': None, 'eur': '0.17', 'eur_foil': '0.42', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
164,Hedge Whisperer,{G},1.0,0,3,Creature — Elf Druid Detective,1,0,0,"You may choose not to untap Hedge Whisperer during your untap step.
{3}{G}, {T}, Collect evidence 4: Target land you control becomes a 5/5 green Plant Boar creature with haste for as long as Hedge Whisperer remains tapped. It's still a land. Activate only as a sorcery. (To collect evidence 4, exile cards with total mana value 4 or greater from your graveyard.)",['G'],uncommon,165,"{'usd': '0.24', 'usd_foil': '0.33', 'usd_etched': None, 'eur': '0.10', 'eur_foil': None, 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
165,Hide in Plain Sight,{3}{G},4.0,,,Sorcery,0,1,0,"Look at the top five cards of your library, cloak two of them, and put the rest on the bottom of your library in a random order. (To cloak a card, put it onto the battlefield face down as a 2/2 creature with ward {2}. Turn it face up any time for its mana cost if it's a creature card.)",['G'],rare,166,"{'usd': '2.44', 'usd_foil': '3.77', 'usd_etched': None, 'eur': '1.61', 'eur_foil': '2.23', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166,A Killer Among Us,{4}{G},5.0,,,Enchantment,0,1,0,"When A Killer Among Us enters the battlefield, create a 1/1 white Human creature token, a 1/1 blue Merfolk creature token, and a 1/1 red Goblin creature token. Then secretly choose Human, Merfolk, or Goblin.
Sacrifice A Killer Among Us, Reveal the chosen creature type: If target attacking creature token is the chosen type, put three +1/+1 counters on it and it gains deathtouch until end of turn.",['G'],uncommon,167,"{'usd': '0.23', 'usd_foil': '0.28', 'usd_etched': None, 'eur': '0.13', 'eur_foil': '0.28', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
167,Loxodon Eavesdropper,{3}{G},4.0,3,3,Creature — Elephant Detective,1,0,0,"When Loxodon Eavesdropper enters the battlefield, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")
Whenever you draw your second card each turn, Loxodon Eavesdropper gets +1/+1 and gains vigilance until end of turn.",['G'],common,168,"{'usd': '0.28', 'usd_foil': '0.40', 'usd_etched': None, 'eur': '0.09', 'eur_foil': '0.10', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
168,Nervous Gardener,{1}{G},2.0,2,2,Creature — Dryad,1,0,0,"Disguise {G} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)
When Nervous Gardener is turned face up, search your library for a land card with a basic land type, reveal it, put it into your hand, then shuffle.",['G'],common,169,"{'usd': '0.29', 'usd_foil': '0.34', 'usd_etched': None, 'eur': '0.14', 'eur_foil': '0.23', 'tix': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
169,Pick Your Poison,{G},1.0,,,Sorcery,0,1,0,"Choose one —
• Each opponent sacrifices an artifact.
• Each opponent sacrifices an enchantment.
• Each opponent sacrifices a creature with flying.",['G'],common,170,"{'usd': '0.31', 'usd_foil': '0.55', 'usd_etched': None, 'eur': '0.29', 'eur_foil': '0.88', 'tix': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
